,trope,length,Romance,Comedy,Action,Adventure,Horror,Thriller,Crime,Drama,History,Mystery,War,Science Fiction,TV Movie,Fantasy,Music,Family,Documentary,Western,Animation
27223,GoldSilverCopperStandard,2,0,0,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0
27224,RubberBandHistory,3,1,0,2,1,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0
27225,SelfCest,5,0,1,3,1,0,2,0,1,0,0,0,3,0,2,0,0,0,0,0
27226,Selfcest,5,0,1,3,1,0,2,0,1,0,0,0,3,0,2,0,0,0,0,0
27227,TemporalDuplication,6,1,2,3,2,0,1,2,3,0,0,0,5,0,0,0,1,0,0,0
27228,TemporalMutability,8,2,2,4,1,0,3,0,3,0,0,1,6,0,3,0,2,0,0,0
27229,TemporalSuicide,3,0,0,1,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0
27230,ViciousCycle,6,0,0,3,2,1,3,0,1,0,0,0,3,0,1,0,1,0,0,1
27231,ObstructiveZealot,3,0,3,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
27232, BeAWhoreToGetYourMan,3,3,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
27233,SexIsLiberation,7,2,3,0,0,2,0,0,5,0,0,0,1,0,2,0,0,0,0,0
27234, AmazinglyEmbarrassingParents,5,2,2,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0
27235,WelcomeEpisode,4,0,2,2,1,1,0,0,2,0,0,0,1,0,1,1,0,0,0,0
27236,WrongLineOfWork,5,1,2,1,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0
27237,OverlyLongHug,4,1,2,1,1,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0
27238,ThousandOrigamiCranes,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27239,SingleStrokebattle,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27240,ThreeLinesSomeWaiting,3,0,1,2,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0
27241, CreepyCrows,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27242,CatchPhraseSpoutingDuo,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
27243,Wings,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
27244, AbsoluteXenophobe,2,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
27245,NaughtyIsGood,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27246,FloralMotifs,8,4,4,0,0,1,1,0,6,0,2,0,0,0,1,0,0,0,0,0
27247, AKissForLuck,4,0,2,1,2,2,1,1,0,0,1,0,0,0,1,0,1,0,0,0
27248,CarryingTheAntidote,6,1,1,5,3,1,1,0,0,0,1,0,3,0,1,0,0,0,0,0
27249,ClueEvidenceAndASmokingGun,7,1,6,4,3,1,0,2,2,0,0,0,0,0,1,0,1,0,0,0
27250,GaslampFantasy,3,1,0,2,2,1,1,0,0,0,0,0,1,0,2,0,1,0,0,0
27251,GaslightFantasy,3,1,0,2,2,1,1,0,0,0,0,0,1,0,2,0,1,0,0,0
27252,GlowingEyeLightsOfUndeath,5,0,2,2,2,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0
27253,GlowingEyelightsOfUnDeath,5,0,2,2,2,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0
27254,GlowingEyelightsOfUndeath,6,0,3,2,2,4,1,1,0,0,0,0,1,1,1,0,1,0,0,0
27255,GoldenRule,3,0,1,1,2,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0
27256,GrowingMusclesSequence,8,0,4,4,5,2,2,0,1,0,1,0,4,0,3,0,1,0,0,1
27257,HappyHarlequinHat,4,0,2,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27258,KnowsAGuyWhoKnowsAGuy,11,1,6,4,4,1,1,4,3,0,0,0,3,1,1,2,1,0,0,0
27259,LimitedWindowOfVulnerability,3,0,0,3,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
27260,LiteralTrope,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27261,MagazineDecay,8,0,1,5,5,1,1,2,1,0,1,0,3,0,1,0,0,0,0,0
27262,MotherOfAThousandYoung,6,0,0,3,3,4,2,0,0,0,0,0,2,0,2,0,1,0,0,0
27263,MotivationalKiss,6,0,1,4,5,1,1,1,0,0,1,0,3,0,1,0,1,0,0,0
27264,OrganicBra,3,0,0,3,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
27265,PowerOfTheSun,7,0,0,5,5,2,1,0,1,0,0,0,5,0,2,0,0,0,0,0
27266,PoweroftheSun,6,0,0,4,4,2,1,0,1,0,0,0,5,0,1,0,0,0,0,0
27267,PullYourselfDownTheSpear,7,0,0,5,6,1,1,0,2,1,0,0,1,0,4,0,0,0,0,0
27268,TheGoldenRule,6,1,1,1,2,1,0,0,3,1,0,0,2,0,0,0,1,0,0,0
27269,ThePowerOfTheSun,11,0,0,6,6,3,1,0,2,1,0,0,7,0,3,0,0,0,0,0
27270,ThePoweroftheSun,6,0,0,4,4,2,1,0,1,0,0,0,5,0,1,0,0,0,0,0
27271,VampireWerewolfLoveTriangle,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
27272,VariableTerminalVelocity,9,1,1,8,6,1,4,1,1,0,0,0,3,0,1,0,0,0,0,0
27273,LoveIsADrug,4,1,3,0,2,0,0,0,2,0,0,0,1,0,2,0,1,0,0,2
27274,NotAnAct,2,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
27275,OpeningBallet,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27276,OutlivedItsCreator,4,1,1,1,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0
27277,SeductionLyric,6,4,5,0,0,1,0,0,2,0,0,0,1,0,2,2,0,0,0,1
27278,TightsUnderShorts,4,1,2,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0
27279,CivilisedAnimal,5,0,2,0,2,3,0,0,0,0,0,0,3,0,0,0,2,0,0,0
27280,CivilizedAnimal,5,0,2,0,2,3,0,0,0,0,0,0,3,0,0,0,2,0,0,0
27281,ClockworksArea,4,1,3,1,2,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0
27282,HighSpeedTrainReroute,3,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
27283,KnightsArmorHideout,6,0,6,1,4,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0
27284,NotInFrontOfTheParrot,7,0,5,3,3,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0
27285,PiggyBank,2,0,2,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
27286,RedSockRuinsTheLaundry,4,0,1,2,3,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0
27287,SmokeBomb,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27288,TongueOnTheFlagpole,10,1,8,2,2,2,2,2,3,0,2,0,0,0,1,0,4,0,0,0
27289,WritingIndentationClue,10,1,5,3,5,2,1,3,3,0,2,0,2,0,0,0,2,0,1,1
27290,WhereDidWeGoWrong,17,5,9,2,1,0,2,1,8,0,0,0,3,0,4,0,4,0,1,0
27291,AteTheSpoon,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27292,ParentalBlamelessness,3,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
27293,FloatingIsland,2,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
27294,Floatingcontinent,2,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
27295,IShallReturn,4,0,0,2,3,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0
27296,SkyIsland,2,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
27297,VirtualGhost,13,0,1,10,8,2,2,1,1,0,1,0,12,0,0,0,0,0,0,0
27298,QuoteToQuoteCombat,12,0,4,5,2,2,2,1,2,0,0,0,2,0,1,0,1,0,2,0
27299,ASinisterClue,9,0,1,6,5,0,1,1,3,0,0,0,6,0,0,0,0,0,0,0
27300,CrimeReconstruction,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
27301,AdaptationForChildPerformers,5,1,5,1,1,0,0,0,2,0,0,0,0,1,3,3,5,0,0,0
27302,DelegationRelay,13,2,7,4,3,1,0,0,3,2,0,2,4,0,2,1,3,0,1,1
27303,LighterAndFluffier,4,3,3,1,0,0,0,0,4,0,0,0,0,0,1,1,1,0,0,0
27304,PowerOfFriendship,5,1,3,3,2,1,0,0,2,0,0,0,1,0,1,1,1,0,0,0
27305,ScarecrowSolution,7,1,2,2,3,0,0,0,2,1,0,0,0,0,4,1,5,0,0,0
27306,SuperMultiPurposeRoom,8,0,3,6,5,1,4,0,1,0,1,0,1,1,0,1,2,0,0,0
27307, AlchemyIsMagic,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27308,FunctionalMagic,6,0,1,3,3,1,1,0,1,0,0,0,1,0,5,0,1,0,0,0
27309,LoadBearingHero,10,0,2,6,8,1,1,1,0,0,1,0,6,0,3,0,2,0,0,0
27310,RobeandWizardHat,4,0,0,0,1,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0
27311,WizardBeard,6,0,0,5,5,1,1,1,0,0,0,0,1,0,4,0,1,0,0,0
27312,FantasyContraception,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27313,RitualMagic,3,0,0,0,0,2,0,0,1,0,2,0,0,0,2,0,0,0,0,0
27314,ShippingTorpedo,7,5,5,0,1,1,0,0,3,0,0,1,0,0,2,0,2,0,0,0
27315,ArchEnemies,8,0,0,4,3,4,4,0,0,0,1,0,3,0,0,0,0,0,0,0
27316,ArchNemeses,5,0,0,2,2,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0
27317,Archenemy,8,0,0,4,4,4,3,0,1,0,0,0,3,0,3,0,0,0,0,0
27318,Archnemesis,6,0,1,2,2,3,3,0,1,0,0,0,2,0,0,0,0,0,0,0
27319,CutPhonelines,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27320, BlindWeaponMaster,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27321,MagicPokerEquation,17,3,7,5,2,0,2,5,12,0,0,0,0,0,0,0,1,0,1,0
27322,AllPowerfulBystander,3,1,1,2,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
27323,DoubleStandardRapeDivineOnMortal,4,0,1,3,2,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0
27324,EnergyBow,5,0,0,4,3,0,0,0,1,0,0,0,3,0,1,1,0,0,0,0
27325,HelpingWouldBeKillstealing,2,0,0,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
27326,JerkAssGods,10,0,3,5,6,1,1,0,2,0,1,0,2,0,6,0,0,0,0,0
27327,ReligiousRussianRoulette,4,0,1,3,2,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0
27328,ArtisticStimulation,3,1,1,0,0,0,1,1,2,0,2,0,1,1,1,0,0,0,0,0
27329,BritPop,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0
27330,InteractiveFiction,4,0,1,1,1,1,2,0,1,0,2,0,1,2,0,0,0,0,0,0
27331,LockAndKeyPuzzle,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0
27332,MinimalistRun,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0
27333,OneHundredPercentCompletion,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0
27334,PunnyHeadlines,5,0,1,2,2,0,2,0,2,0,1,0,3,1,1,0,1,0,0,0
27335,TechnoDystopia,3,0,0,2,0,0,2,1,1,0,1,0,3,1,0,0,0,0,0,0
27336,TextAdventure,4,0,1,1,1,1,2,0,1,0,2,0,1,2,0,0,0,0,0,0
27337,TrumanShowPlot,8,0,2,2,0,1,2,0,5,0,3,0,4,2,0,0,0,0,0,0
27338,VideoGameCrueltyPotential,7,0,0,5,4,1,3,0,2,0,2,1,4,1,0,0,0,0,0,0
27339,WhatMeasureIsANoncute,13,1,6,2,4,4,2,0,3,0,1,1,6,1,4,0,3,0,0,2
27340,WhatMeasureisANonCute,14,1,6,2,4,4,2,0,3,0,1,1,6,1,4,0,3,1,0,2
27341,WhatMeasureisaNonCute,13,1,6,2,4,4,2,0,3,0,1,1,6,1,4,0,3,0,0,2
27342, AchillesInHisTent,7,1,1,1,4,0,1,1,4,2,0,1,0,1,0,0,1,0,1,0
27343,Intruder,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27344,MysteriousBacker,5,0,1,2,3,1,3,1,2,0,0,0,2,0,1,0,0,0,0,0
27345, BTeamSequel,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27346,CannotCrossRunningWater,6,0,1,0,1,5,0,0,1,0,0,0,1,0,1,0,0,0,0,0
27347,InstantPeopleJustAddWater,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
27348,NotHerself,6,0,1,2,0,2,1,1,1,0,0,0,4,0,0,0,0,0,0,0
27349,ResurrectTheVillain,5,0,0,1,2,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0
27350,MissingMum,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27351,EdgeOfDarkness,2,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0
27352,StormtrooperMarksmanAcademy,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27353,Mondo,3,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,2,0,0
27354,BulletProofFashionPlate,14,0,8,10,9,0,3,2,2,0,0,0,3,0,3,1,1,0,2,0
27355,ClassicalAntihero,14,1,4,6,4,3,0,1,2,0,2,0,6,0,1,0,0,0,0,0
27356,DeathTropes,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27357,FakePeriodExcuse,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27358,InsecuritySystem,6,1,1,3,1,0,2,2,1,0,1,0,4,0,0,0,0,1,0,0
27359,MC2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27360,MaskedLuchador,10,0,4,8,2,4,4,3,2,0,0,0,2,0,1,0,1,0,0,1
27361,Maskedluchador,7,0,4,6,1,2,2,2,1,0,0,0,2,0,1,0,1,0,0,1
27362,MassEmpoweringEvent,2,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
27363,MassSuperEmpoweringEvent,3,0,0,1,1,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0
27364,MySuitIsAlsoSuper,6,0,1,3,5,0,1,0,0,0,0,0,4,0,1,0,1,0,0,0
27365,NotQuiteBackToNormal,5,0,2,2,3,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0
27366,OfficialFanSubmittedContent,8,0,1,6,5,1,0,0,1,1,0,0,6,0,2,0,1,0,0,0
27367,PersonalGainHurts,3,0,1,2,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
27368,PrivateTutor,7,2,0,1,1,0,1,1,5,1,1,0,1,0,0,1,0,0,0,0
27369,R160A,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27370,R160B,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27371,RingRingCRUNCH,11,1,8,3,2,0,1,0,3,0,0,0,3,0,3,1,1,0,0,0
27372,RingRingCrunch,9,1,6,3,2,0,1,0,2,0,0,0,3,0,3,0,1,0,0,0
27373,SecretSecretkeeper,13,1,2,10,8,0,1,2,4,0,0,1,7,0,1,0,1,1,0,0
27374,SewerGator,11,1,1,6,5,3,6,2,4,0,1,0,3,0,2,0,0,0,0,0
27375,SkySurfing,4,0,1,3,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
27376,StationsOfTheCanon,6,2,1,5,5,0,0,0,1,0,0,0,2,0,4,0,1,0,0,0
27377,SuperpowerDisability,3,0,0,2,2,0,1,0,1,0,0,0,2,0,1,0,1,0,0,0
27378,TheRealHeroes,15,0,3,12,11,1,1,3,3,1,0,0,8,0,3,0,0,0,1,0
27379,TheStationsOfTheCanon,6,2,1,5,5,0,0,0,1,0,0,0,2,0,4,0,1,0,0,0
27380,TowerOfBabel,4,1,0,1,1,0,0,0,3,1,0,2,2,0,0,0,0,0,0,0
27381,TrueLoveIsBoring,9,2,3,5,5,1,0,0,2,0,0,0,5,0,0,0,1,0,0,1
27382,UniqueProtagonistAsset,5,0,0,4,3,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0
27383,WifebasherBasher,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27384,AlreadyTheCase,5,0,0,4,3,1,1,0,1,0,1,0,3,0,0,0,0,0,1,0
27385,BigBadSlippage,7,1,0,3,3,2,1,0,3,0,0,0,1,0,4,0,1,0,0,0
27386,DarkLordOnLifeSupport,17,0,1,12,8,4,3,3,1,0,0,0,10,1,1,0,0,0,0,0
27387,FandomNod,9,2,0,4,5,1,2,0,2,0,1,0,7,0,0,0,0,0,0,0
27388,ForgotFlandersCouldDoThat,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27389,HeroicFatigue,3,0,0,2,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0
27390,PsychoElectricEel,5,1,0,3,3,2,2,0,1,0,0,0,3,0,0,0,0,0,0,0
27391,Psychoelectro,7,0,3,3,1,1,1,1,1,0,0,0,2,0,1,0,1,0,0,0
27392,GagLips,3,0,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27393,SawAWomanInHalf,9,2,4,1,2,4,1,2,0,0,2,0,1,0,0,0,0,0,0,1
27394, ALLCAPS,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0
27395,AudienceAlienatingPremise,12,2,6,1,1,1,3,3,6,2,0,2,1,0,0,1,0,0,1,0
27396,NonLinearSequel,3,0,0,1,1,1,1,1,2,0,0,0,1,0,1,0,0,0,0,0
27397,OverlyPolitePals,3,0,2,1,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0
27398,VagabondBuddies,3,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
27399,CupidsArrow,3,2,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
27400,DivineDate,7,2,4,0,1,1,1,0,2,0,0,0,1,0,4,2,0,0,0,0
27401,GodOfLove,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
27402,GoddessOfLove,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
27403,InvoluntaryShapeshifting,13,2,8,0,1,4,2,0,1,0,0,0,3,3,6,1,3,0,0,0
27404,LoveGod,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
27405,LoveGoddess,6,1,1,1,1,2,1,0,1,1,0,0,0,0,2,2,0,1,0,0
27406,HellsAngels,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
27407,RunningTheAsylum,7,0,1,6,6,0,1,2,2,0,0,0,4,0,1,0,0,0,0,0
27408, DyingAlone,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27409,FancyDinner,7,3,4,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0
27410, AdultsDressedAsChildren,5,2,5,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0
27411,MinstrelShows,6,3,4,0,0,0,1,1,3,0,0,0,0,0,0,4,0,0,0,0
27412,StarvingStudent,3,2,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0
27413,PoundsAreAnimalPrisons,9,0,6,0,2,0,0,1,3,0,0,0,0,0,1,0,6,0,0,0
27414,EasilyDetachableRobotParts,9,0,1,5,5,0,2,0,1,0,0,0,8,0,0,0,1,0,0,0
27415,EpisodeTitleCard,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
27416,ExtremeDoorMat,18,3,8,2,2,2,2,2,6,0,1,0,2,0,1,0,0,0,0,0
27417,InDexMachina,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27418,IndExMachina,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27419,MySensorsIndicateYouWantToTapThat,14,1,5,6,6,0,1,1,3,0,0,0,9,0,3,0,3,0,0,1
27420,RichReclusesRealm,4,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0
27421,RobosexualsAreCreeps,4,0,1,1,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0
27422,RoboticPsychopath,9,0,0,4,3,1,4,1,0,0,1,0,7,0,0,0,1,0,0,0
27423,SafelySecludedScienceCenter,4,0,0,1,1,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0
27424,ShootTheBuilder,15,0,1,12,5,0,9,3,4,1,1,0,7,0,0,1,0,0,0,0
27425,SlidingScaleOfUnavoidableVersusUnforgivable,5,0,1,3,1,0,2,1,1,0,1,0,2,0,0,0,0,0,0,0
27426,SoundingItOut,12,2,4,4,4,0,1,3,1,0,0,0,1,0,3,0,0,0,0,0
27427,ThirtySecondBlackout,11,1,3,3,3,1,4,2,4,0,1,0,5,0,1,1,0,0,0,0
27428,HermitGuru,14,2,1,9,8,1,2,2,4,0,0,0,7,0,4,0,0,0,0,0
27429,ISOStandardHumanSpaceship,8,1,0,3,5,3,2,0,1,0,2,0,8,0,0,0,0,0,0,0
27430,IsoStandardHumanSpaceship,8,1,0,3,5,3,2,0,1,0,2,0,8,0,0,0,0,0,0,0
27431,LevitatingLotusPosition,11,1,4,5,5,2,3,1,2,0,1,0,4,0,0,1,0,0,0,0
27432,SageLoveInterest,4,1,0,1,3,1,0,0,3,0,0,0,2,0,2,0,0,0,0,0
27433,StandardHumanSpaceship,9,1,0,4,6,3,2,0,1,0,2,0,9,0,0,0,0,0,0,0
27434,Tilt,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
27435,Transflormation,6,1,2,0,1,3,0,1,2,0,1,0,2,1,3,0,0,0,0,0
27436,TreeVessel,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
27437, AdventureArchaeologist,4,1,0,1,1,2,1,0,2,0,0,0,0,1,0,0,0,0,0,0
27438,DinnerDeformation,4,0,2,2,3,2,1,1,0,0,0,0,2,0,1,0,0,0,0,1
27439,AssholeVictims,15,0,2,4,3,7,6,5,5,1,1,0,3,0,0,0,0,0,0,0
27440,CaliforniaUniversity,4,2,3,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0
27441,DamselFightAndFlightResponse,7,0,2,2,1,3,3,2,1,0,3,0,0,0,1,0,1,0,0,0
27442,DoujinSoft,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
27443,FortheEvulz,2,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0
27444,FranchiseKiller,6,0,1,3,2,3,2,1,1,0,2,0,2,0,1,0,1,0,0,1
27445,NameFaceName,5,0,1,2,1,3,0,2,1,0,1,0,1,0,0,0,0,0,0,0
27446,PoeticSerialKiller,7,0,2,1,0,4,2,2,2,0,2,0,0,0,0,0,0,0,0,0
27447,PowerBornOfMadness,6,0,0,1,1,3,1,2,2,0,2,0,0,0,1,0,0,0,0,0
27448,PumpkinPerson,6,0,2,0,1,5,0,1,0,0,2,0,0,0,2,0,1,0,0,0
27449,Reboot,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
27450,SatireAndSwitch,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
27451,Scream,3,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0
27452,ScriptFic,6,0,1,3,3,1,0,2,0,0,1,0,3,0,0,0,0,1,0,0
27453,SelfReferentialHumor,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
27454,ShrunkInTheWash,4,0,2,1,2,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0
27455,Soaperizing,4,0,2,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0
27456,SpoofingSpoofiness,8,0,4,3,3,1,1,3,0,0,1,0,3,0,2,1,1,0,0,0
27457,TacticalDoorUse,2,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
27458,StabTheSky,15,0,1,8,9,1,0,1,3,2,1,2,3,0,4,1,0,1,0,0
27459, ACatInAGangOfDogs,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
27460,BananaInTheTailPipe,2,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
27461,BananaInTheTailpipe,4,0,4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
27462,CrotchGlanceSexCheck,4,1,3,0,2,1,0,0,2,0,0,0,0,0,2,0,3,0,0,1
27463,DiabolicalDogcatcher,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
27464,DogWalksYou,4,1,4,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
27465,EvenTheDogIsAshamed,12,3,9,1,2,0,0,2,1,0,1,0,1,0,3,0,5,1,0,2
27466,GradeSchoolCEO,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
27467,HandbagofHurt,7,0,5,2,2,1,1,2,2,0,1,0,0,0,0,1,2,0,0,1
27468,ItsFakeFurItsFine,3,2,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
27469,MineCartMadness,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
27470,MinecartMadness,4,0,1,2,3,1,2,0,0,0,1,0,0,0,0,0,1,0,0,1
27471,Pilot,6,0,2,2,4,0,1,0,1,0,1,0,4,1,0,0,1,0,1,1
27472,PilotEpisode,3,0,1,0,3,0,0,0,0,0,2,0,2,0,0,0,1,0,0,1
27473,PolkaDotPaint,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
27474,ThePilot,2,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
27475,ThisIsMyHuman,3,0,2,1,3,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1
27476,BadPowersBadPeople,4,0,1,2,0,1,0,0,1,0,1,0,2,0,2,0,0,0,0,0
27477,GameNightFight,6,0,4,1,2,2,0,2,1,0,2,0,1,0,0,0,0,0,1,0
27478,OrnamentalWeapon,2,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27479,ResolvedNoodleIncident,8,1,3,5,5,1,0,0,1,0,0,0,5,0,0,0,0,0,0,0
27480,TheMostDangerousGame,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27481,HorrorLiterature,7,0,1,0,0,7,4,1,3,0,1,0,0,0,0,0,0,0,0,0
27482,SapientHouse,5,0,1,0,1,3,1,0,1,0,2,0,3,1,0,0,1,0,0,0
27483, FilmsOfThe2010sFranchises,8,0,1,6,5,1,2,0,1,0,0,0,6,0,2,0,0,0,0,0
